app_id,app_type,developer,publisher,supported_systems,release_date,rating_percent,reviews_count,tags,categories,hardware_categories,accessibility_categories,price_usd_current,price_usd_lowest,price_eur_current,price_eur_lowest,price_cis_current,price_cis_lowest
730,Game,Valve,Valve,Windows | Linux,21 August 2012 – 17:00:00 UTC,86.04,9357964,FPS | Shooter | Multiplayer | Competitive | Action | Team-Based | eSports | Tactical | First-Person | PvP | Online Co-Op | Co-op | Strategy | Military | War | Difficult | Trading | Realistic | Fast-Paced | Moddable,Cross-Platform Multiplayer | Steam Trading Cards | Steam Workshop | In-App Purchases | Stats | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Steam Timeline | Multi-player | Valve Anti-Cheat | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller,Adjustable Text Size | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input,N/A,-82%$5.39,N/A,"-82%4,13€",N/A,-82%$3.23
570,Game,Valve,Valve,Windows | Linux,9 July 2013 – 17:00:00 UTC,80.84,2661061,Free to Play | MOBA | Multiplayer | Strategy | eSports | Team-Based | Competitive | Action | Online Co-Op | PvP | Difficult | Co-op | RTS | Tower Defense | RPG | Fantasy | Character Customization | Replay Value | Action RPG | Simulation,Steam Trading Cards | Steam Workshop | SteamVR Collectibles | In-App Purchases | Steam Timeline | Multi-player | Co-op | Valve Anti-Cheat | Cloud Gaming | Cloud Gaming (NVIDIA),,Color Alternatives | Camera Comfort | Custom Volume Controls,,,,,,
1808500,Game,Embark Studios,Embark Studios,Windows,30 October 2025 – 09:30:00 UTC,86.55,327579,Extraction Shooter | Multiplayer | PvP | PvE | Third-Person Shooter | Post-apocalyptic | Online Co-Op | Shooter | Survival | Sci-fi | Atmospheric | Third Person | Crafting | Inventory Management | Action | Open World | Combat | Futuristic | Character Customization | Realistic,Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Stats | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | PvP,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$39.99,-20%$31.99,"39,99€","-20%31,99€",$39.99,-20%$31.99
3419430,Game,Marcel Zurawka | Julius Krüger,Irox Games,Windows,5 March 2025 – 08:00:23 UTC,96.14,88407,Cats | Free to Play | Clicker | Cute | Casual | Idler | Typing | 2D | Singleplayer | Cartoony | Relaxing | Indie | Software | Simulation | Character Customization | Colorful | Funny | Massively Multiplayer | Co-op | Multiplayer,Single-player | Online Co-op | Steam Achievements | Stats | Multi-player | Co-op,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,,,,,,
2767030,Game,NetEase Games,NetEase Games,Windows,6 December 2024 – 00:00:00 UTC,76.79,364944,Free to Play | Multiplayer | Hero Shooter | Third-Person Shooter | Superhero | PvP | Action | Team-Based | Competitive | Shooter | Sexual Content | 3D | Strategy | Online Co-Op | Third Person | Co-op | Sci-fi | FPS | MOBA | Psychological Horror,Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | Full Controller Support | DualShock Controllers | DualSense Controllers,,,,,,,
105600,Game,Re-Logic,Re-Logic,Windows | Linux,16 May 2011 – 17:52:00 UTC,96.76,1486528,Open World Survival Craft | Sandbox | Survival | 2D | Multiplayer | Pixel Graphics | Adventure | Crafting | Building | Exploration | Co-op | Open World | Online Co-Op | Indie | Action | RPG | Singleplayer | Replay Value | Platformer | Atmospheric,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$9.99,-50%$4.99,"9,75€","-50%4,87€",$6.29,-50%$3.14
578080,Game,PUBG Corporation,"KRAFTON, Inc.",Windows,21 December 2017 – 08:05:00 UTC,59.92,2668682,Survival | Shooter | Battle Royale | Multiplayer | FPS | PvP | Third-Person Shooter | Action | Online Co-Op | Tactical | Co-op | First-Person | Strategy | Early Access | Competitive | Third Person | Team-Based | Difficult | Simulation | Stealth,Online PvP | Stats | Remote Play on Phone | Remote Play on Tablet | Multi-player | PvP,,,N/A,-50%$14.99,N/A,"-50%14,99€",N/A,-50%$8.99
1422450,Game,Valve,Valve,Windows,,,,MOBA | Third-Person Shooter | Multiplayer | Team-Based | Hero Shooter | Competitive | Shooter | Third Person | Action | Early Access | Free to Play | PvP | Online Co-Op | Strategy | Tactical | Co-op | Funny | Sexual Content | Mature | Cute,Multi-player,,,,,,,,
2676230,Application,,,Windows,,,,,,,,,,,,,
431960,Application,Wallpaper Engine Team,Wallpaper Engine Team,Windows,16 November 2018 – 18:03:05 UTC,97.27,957317,Mature | Utilities | Anime | Software | Design & Illustration | Animation & Modeling | First-Person | NSFW | Indie | Memes | Cute | Action | Singleplayer | Funny | Early Access | Photo Editing | Sandbox | Gaming | Horror | Game Development,Steam Achievements | Steam Trading Cards | Steam Workshop | Includes level editor | Steam China Workshop,,,$4.99,-10%$3.59,"4,99€","-10%3,59€",$3.29,-10%$2.51
252490,Game,Facepunch Studios,Facepunch Studios,Windows,8 February 2018 – 17:52:00 UTC,86.53,1320929,Survival | Crafting | Multiplayer | Open World | Open World Survival Craft | Building | PvP | Sandbox | Adventure | First-Person | Action | Nudity | FPS | Shooter | Co-op | Online Co-Op | Indie | Post-apocalyptic | Early Access | Simulation,MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | In-App Purchases | Stats | Remote Play on Tablet | Multi-player | Valve Anti-Cheat | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,$39.99,-75%$8.74,"39,99€","-75%7,49€",$19.99,-75%$4.12
230410,Game,Digital Extremes,Digital Extremes,Windows,25 March 2013 – 18:04:00 UTC,86.57,656158,Free to Play | Looter Shooter | Action RPG | Third-Person Shooter | Action | RPG | Third Person | Character Customization | Massively Multiplayer | Online Co-Op | Co-op | PvE | Sci-fi | Singleplayer | Space | Lore-Rich | Shooter | Hack and Slash | Parkour | Ninja,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | HDR Supported | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | Native Steam Controller | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input,,,,,,
413150,Game,ConcernedApe,ConcernedApe,Windows | Linux,26 February 2016 – 17:59:00 UTC,97.7,974066,Farming Sim | Pixel Graphics | Multiplayer | Life Sim | RPG | Relaxing | Simulation | Agriculture | Crafting | Indie | Sandbox | Building | Casual | Open World | Singleplayer | 2D | Dating Sim | Cute | Great Soundtrack | Fishing,Single-player | Online Co-op | LAN Co-op | Shared/Split Screen Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play Together | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | Shared/Split Screen,Full Controller Support,,$14.99,-50%$7.49,"13,99€","-50%6,99€",$9.99,-50%$4.99
1086940,Game,Larian Studios,Larian Studios,Windows,3 August 2023 – 15:00:00 UTC,96.04,821969,RPG | Character Customization | Choices Matter | Dungeons & Dragons | Turn-Based Combat | Story Rich | Sexual Content | CRPG | Fantasy | Adventure | Romance | Online Co-Op | Multiplayer | Strategy | Singleplayer | Nudity | Co-op Campaign | Class-Based | Dark Fantasy | Combat,Single-player | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty | Save Anytime,$59.99,-25%$44.99,"59,99€","-25%44,99€",$29.99,-25%$22.49
218,Tool,,,,,,,,,,,,,,,,
2507950,Game,Team Jade,TiMi Studio Group,Windows,4 December 2024 – 23:34:08 UTC,58.29,170494,Free to Play | FPS | Extraction Shooter | Multiplayer | Shooter | Action | Massively Multiplayer | Co-op | PvP | Gun Customization | Singleplayer | First-Person | Team-Based | Looter Shooter | PvE | Online Co-Op | Tactical | Military | Hero Shooter | Co-op Campaign,Single-player | MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only),,,,,,,
1172470,Game,Respawn,Electronic Arts,Windows,5 November 2020 – 04:00:00 UTC,67.2,1029970,Free to Play | Multiplayer | Battle Royale | FPS | Shooter | First-Person | PvP | Action | Hero Shooter | Team-Based | Tactical | Sci-fi | Survival | Co-op | Loot | Character Customization | Funny | Cyberpunk | Lore-Rich | Cinematic,Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualSense Controllers,Chat Speech-to-text | Playable without Timed Input,,,,,,
359550,Game,Ubisoft Montreal,Ubisoft,Windows,1 December 2015 – 18:00:00 UTC,82.2,1477512,FPS | PvP | Multiplayer | Shooter | Tactical | eSports | Competitive | Online Co-Op | Action | Hero Shooter | Team-Based | Military | Strategy | First-Person | Co-op | Realistic | Destruction | War | Difficult | 3D,Single-player | Online PvP | Online Co-op | Steam Trading Cards | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller | Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,N/A,-80%$3.99,N/A,"-80%3,99€",N/A,-80%$2.19
381210,Game,Behaviour Interactive Inc.,Behaviour Interactive Inc.,Windows,14 June 2016 – 07:00:00 UTC,78.13,875563,Horror | Multiplayer | Survival Horror | Online Co-Op | Co-op | Survival | Gore | Team-Based | Blood | Third Person | Stealth | Violent | First-Person | Psychological Horror | Action | Atmospheric | Strategy | Comedy | Mature | Difficult,Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller | Full Controller Support | Steam Input API Supported,Subtitle Options | Color Alternatives | Custom Volume Controls | Stereo Sound | Surround Sound,-60%$7.99,-65%$6.99,"-60%7,99€","-65%6,99€",-60%$5.99,-65%$4.40
3240220,Game,Rockstar North,Rockstar Games,Windows,4 March 2025 – 12:00:00 UTC,79.47,151042,Open World | Action | Sexual Content | Multiplayer | Crime | Mature | Shooter | Third Person | First-Person | Adventure | Automobile Sim | Racing | Third-Person Shooter | Sandbox | Funny | Atmospheric | Comedy | Moddable | PvP | Co-op,Single-player | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | PvP | Co-op | Multi-player,Partial Controller Support | DualSense Controllers (USB Only) | DualSense Controllers,,-50%$14.99,-50%$14.99,"-50%14,99€","-50%14,99€",-50%$14.99,-50%$13.12
440,Game,Valve,Valve,Windows | Linux,10 October 2007 – 07:00:00 UTC,90.13,1214155,Free to Play | Hero Shooter | Multiplayer | FPS | Shooter | Action | Class-Based | Team-Based | Funny | First-Person | Online Co-Op | Competitive | Cartoony | Trading | Co-op | Comedy | Robots | Tactical | Cartoon | Crafting,Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Captions available | Steam Workshop | In-App Purchases | Stats | Includes level editor | Commentary available | Remote Play on Phone | Remote Play on Tablet | Valve Anti-Cheat | HDR rendering | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | Native Steam Controller,Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound,,,,,,
322170,Game,RobTop Games,RobTop Games,Windows,22 December 2014 – 18:31:00 UTC,92.25,529316,Difficult | Music | Level Editor | Great Soundtrack | Precision Platformer | 2D | Rhythm | Singleplayer | Platformer | Colorful | Character Customization | Indie | Side Scroller | Arcade | Family Friendly | Psychological Horror | Action | Funny | Casual | Strategy,Single-player | Steam Achievements | Steam Trading Cards | Includes level editor | Remote Play on Phone | Remote Play on Tablet | Family Sharing,Partial Controller Support,,$4.99,-75%$0.99,"4,99€","-75%0,99€",$3.29,-75%$0.67
438100,Game,VRChat Inc.,VRChat Inc.,Windows,1 February 2017 – 21:59:00 UTC,74.77,255958,VR | Free to Play | Multiplayer | Anime | Memes | Funny | Massively Multiplayer | First-Person | Open World | Early Access | Simulation | Casual | Adventure | MMORPG | Comedy | Sandbox | Dating Sim | Survival Horror | Action | Atmospheric,MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Early Access | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Tracked Controller Support | VR Supported | Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,,,,,,
553850,Game,Arrowhead Game Studios,PlayStation Publishing LLC,Windows,8 February 2024 – 08:50:00 UTC,76.74,1096355,Online Co-Op | PvE | Third-Person Shooter | Multiplayer | Action | Shooter | Co-op | Sci-fi | Extraction Shooter | Capitalism | Space | Third Person | Comedy | Gore | Great Soundtrack | Violent | Difficult | Psychological Horror | Singleplayer | Open World,Online Co-op | Steam Achievements | In-App Purchases | Family Sharing | Multi-player | Co-op,Partial Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Narrated Game Menus | Chat Speech-to-text | Chat Text-to-speech | Playable without Timed Input | Adjustable Difficulty,$39.99,-20%$31.99,"39,99€","-20%31,99€",$39.99,$20.00
271590,Game,Rockstar North,Rockstar Games,Windows,13 April 2015 – 23:00:00 UTC,87.05,2042180,Open World | Action | Multiplayer | Crime | Automobile Sim | Third Person | First-Person | Mature | Shooter | Adventure | Singleplayer | Third-Person Shooter | Racing | Co-op | Sandbox | Atmospheric | Funny | Great Soundtrack | Comedy | Moddable,Single-player | Online PvP | Online Co-op | Steam Achievements | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Multi-player | PvP | Co-op,Full Controller Support,,N/A,-77%$9.24,N/A,"-77%9,24€",N/A,-77%$7.95
236390,Game,Gaijin Entertainment,Gaijin Network Ltd,Windows | Linux,15 August 2013 – 12:22:00 UTC,64.58,838924,Free to Play | Simulation | Vehicular Combat | Combat | Flight | World War II | VR | War | Military | Tanks | Multiplayer | Naval Combat | Massively Multiplayer | Modern | Cold War | Shooter | Realistic | Action | Third Person | Third-Person Shooter,Single-player | MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Co-op | HDR rendering | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA) | PvP,VR Supported | Native Steam Controller | Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | Steam Input API Supported,Adjustable Text Size | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input,,,,,,
2807960,Game,Battlefield Studios,Electronic Arts,Windows,10 October 2025 – 14:58:00 UTC,67.09,313248,FPS | Multiplayer | Action | Military | Singleplayer | Shooter | War | Modern | Combat | Epic | Realistic | Tactical | Battle Royale | Destruction | PvP | Artificial Intelligence | Violent | Atmospheric | Co-op | Sandbox,Single-player | Online PvP | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Steam Cloud | HDR Supported | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualSense Controllers (USB Only) | DualShock Controllers (USB Only) | DualSense Controllers,Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Chat Speech-to-text | Chat Text-to-speech | Playable without Timed Input | Keyboard Only Option | Adjustable Difficulty,$69.99,-30%$48.99,"69,99€","-30%48,99€",$69.99,-30%$48.99
2357570,Game,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",Windows,10 August 2023 – 18:30:00 UTC,26.98,369375,Free to Play | Hero Shooter | FPS | Multiplayer | Team-Based | MOBA | Third-Person Shooter | First-Person | Third Person | PvP | Competitive | Shooter | Action | Co-op | Sci-fi | Online Co-Op | PvE | Casual | Cinematic | Lore-Rich,Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Chat Speech-to-text | Chat Text-to-speech | Playable without Timed Input,,,,,,
4025700,Game,XD,XD,Windows,17 January 2026 – 01:56:00 UTC,70.02,5826,Casual | Life Sim | Free to Play | Multiplayer | Cute | Artificial Intelligence | City Builder | Immersive Sim | Simulation | Relaxing | 3D Platformer | Cartoony | Character Customization | Third Person | Realistic | Funny | Nature | Atmospheric | Singleplayer | Story Rich,Single-player | Cross-Platform Multiplayer | In-App Purchases | Multi-player,,,,,,,,
1174180,Game,Rockstar Games,Rockstar Games,Windows,5 December 2019 – 17:00:00 UTC,91.47,839140,Open World | Story Rich | Western | Multiplayer | Adventure | Action | Realistic | Singleplayer | Shooter | Horses | Beautiful | Atmospheric | Mature | Third-Person Shooter | Great Soundtrack | Third Person | Gore | Sandbox | First-Person | FPS,Single-player | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Multi-player | PvP | Co-op,Partial Controller Support,,-75%$14.99,-75%$14.99,"-75%14,99€","-75%14,99€",-75%$14.99,-67%$11.54
377160,Game,Bethesda Game Studios,Bethesda Softworks,Windows,10 November 2015 – 08:00:00 UTC,80.43,417497,Open World | Post-apocalyptic | Singleplayer | Exploration | RPG | Adventure | Atmospheric | Shooter | First-Person | Story Rich | Action | Sci-fi | FPS | Sandbox | Action RPG | Great Soundtrack | Survival | Third Person | Third-Person Shooter | Character Customization,Single-player | Steam Achievements | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,Stereo Sound | Surround Sound | Playable without Timed Input | Save Anytime,-75%$4.99,-75%$4.99,"-75%4,99€","-75%4,99€",-75%$3.24,-75%$3.24
1938090,Game,Treyarch | Raven Software | Beenox | High Moon Studios | Sledgehammer Games | Infinity Ward | Activision Shanghai | Demonware,Activision,Windows,28 October 2022 – 04:00:00 UTC,58.4,760840,FPS | Multiplayer | Shooter | Singleplayer | Action | Military | First-Person | War | Modern | Tactical | Violent | Co-op | Realistic | Story Rich | Atmospheric | Mature | Online Co-Op | Gore | Third Person | Third-Person Shooter,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Captions available | In-App Purchases | HDR Supported | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input,N/A,-45%$38.49,N/A,"-45%38,49€",N/A,-45%$38.49
1366800,Application,CenterPoint Gaming,CenterPoint Gaming,Windows,17 August 2020 – 13:26:02 UTC,91.56,38869,Action | Indie | Utilities | Adventure | Shooter | Software | FPS | Game Development | Design & Illustration | Photo Editing | Animation & Modeling | Education | Survival | First-Person | Tactical | PvP | Third-Person Shooter | Multiplayer | War | Moddable,Captions available | Steam Workshop | Steam Cloud,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$4.99,-50%$1.99,"4,99€","-50%1,64€",$3.29,-50%$1.34
1623730,Game,Pocketpair,Pocketpair,Windows,19 January 2024 – 07:59:29 UTC,93.32,412899,Open World | Survival | Multiplayer | Creature Collector | Open World Survival Craft | Online Co-Op | Crafting | PvP | Co-op | Indie | Adventure | Base Building | Sandbox | Building | Automation | Third-Person Shooter | RPG | Action | Exploration | Early Access,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$29.99,-25%$22.49,"28,99€","-25%21,74€",$14.49,-25%$10.86
1281930,Game,TML Team,Re-Logic | TML Team,Windows | Linux,16 May 2020 – 16:59:23 UTC,96.13,352793,Adventure | Free to Play | Action | Indie | RPG | Mod | Sandbox | Moddable | Multiplayer | 2D | Pixel Graphics | Building | Survival | Online Co-Op | Singleplayer | Co-op | Replay Value | Great Soundtrack | Difficult | Open World Survival Craft,Single-player | Online PvP | Online Co-op | Steam Workshop | Steam Cloud | Multi-player | Co-op | PvP,,,,,,,,
3405690,Game,EA Canada | EA Romania,Electronic Arts,Windows,25 September 2025 – 22:59:00 UTC,44.65,43910,Football (Soccer) | Sports | Simulation | Multiplayer | Singleplayer | Controller | Competitive | Local Co-Op | Realistic | Online Co-Op | PvP | Local Multiplayer | Family Friendly | eSports | Modern | Co-op | Open World | LGBTQ+,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | HDR Supported | Multi-player | PvP | Co-op | Shared/Split Screen,Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualSense Controllers,Subtitle Options | Stereo Sound | Chat Speech-to-text | Keyboard Only Option | Adjustable Difficulty,$69.99,-70%$27.00,"69,99€","-70%27,00€",$69.99,-70%$27.00
1371980,Game,Moon Studios GmbH,Moon Studios GmbH,Windows,18 April 2024 – 16:00:00 UTC,78.42,66999,Souls-like | Online Co-Op | Action RPG | Open World | Combat | Hack and Slash | Exploration | Cinematic | RPG | Character Customization | Colorful | Isometric | Controller | Immersive Sim | 3D | Action | Dark Fantasy | Stylized | Atmospheric | Gothic,Single-player | Online Co-op | Steam Cloud | HDR Supported | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,Gamepad Preferred | Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,-40%$23.99,-40%$23.99,"-40%23,99€","-40%23,99€",-40%$11.99,-40%$11.99
2923300,Game,Sky | AestheticSpartan | O'Brian,Sky,Windows | Linux,23 April 2024 – 07:00:35 UTC,80.9,95103,Free to Play | Clicker | Singleplayer | 2D | Casual | Family Friendly | Idler | Funny | Simulation | Colorful | Arcade | Hidden Object | Fantasy | Pixel Graphics | Mystery | Dating Sim | First-Person | Crafting | Anime | Open World,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | In-App Purchases | Steam Cloud | Steam China Workshop,,,,,,,,
550,Game,Valve,Valve,Windows | Linux,17 November 2009 – 05:00:00 UTC,96.79,1014759,Zombies | Co-op | FPS | Multiplayer | Shooter | Online Co-Op | Action | Survival | Horror | First-Person | Gore | Team-Based | Moddable | Survival Horror | Post-apocalyptic | Singleplayer | Adventure | Local Co-Op | Replay Value | Tactical,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Captions available | Steam Workshop | Steam Cloud | Stats | Includes Source SDK | Commentary available | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Steam Timeline | Co-op | Multi-player | HDR rendering | Valve Anti-Cheat | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | Native Steam Controller | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty,$9.99,-90%$0.99,"9,75€","-90%0,97€",$6.29,-90%$0.62
108600,Game,The Indie Stone,The Indie Stone,Windows | Linux,8 November 2013 – 08:00:00 UTC,93.29,429970,Survival | Zombies | Open World | Multiplayer | Open World Survival Craft | Sandbox | Post-apocalyptic | Co-op | Crafting | Building | Indie | Simulation | RPG | Survival Horror | Realistic | Isometric | Singleplayer | 2D | Adventure | Early Access,Single-player | Online PvP | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Trading Cards | Steam Workshop | Remote Play Together | Family Sharing | Early Access | Multi-player | Co-op | Shared/Split Screen | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,,$19.99,-40%$8.99,"19,50€","-40%8,39€",$10.49,-45%$5.76
3564740,Game,Everstone Studio,NetEase Games,Windows,14 November 2025 – 21:59:08 UTC,86.55,100062,Open World | Free to Play | Multiplayer | Souls-like | Action RPG | Online Co-Op | Action | Adventure | MMORPG | Story Rich | RPG | Singleplayer | Martial Arts | Action-Adventure | 3D | PvP | PvE | Historical | Atmospheric | Alternate History,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | PvP | Co-op,DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Full Controller Support,,,,,,,
221100,Game,Bohemia Interactive,Bohemia Interactive,Windows,13 December 2018 – 18:00:00 UTC,76.89,451897,Survival | Open World | Zombies | Online Co-Op | Multiplayer | Post-apocalyptic | Shooter | PvP | Massively Multiplayer | FPS | Action | Sandbox | Horror | Survival Horror | Co-op | Adventure | First-Person | Simulation | Atmospheric | Choose Your Own Adventure,MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Multi-player | Valve Anti-Cheat | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op,,,$49.99,-50%$22.49,"47,99€","-50%19,99€",$49.99,-69%$19.73
