app_id,app_type,developer,publisher,supported_systems,release_date,rating_percent,reviews_count,tags,categories,hardware_categories,accessibility_categories,price_usd_current,price_usd_lowest,price_eur_current,price_eur_lowest,price_cis_current,price_cis_lowest
602960,Game,FakeFish | Undertow Games,Daedalic Entertainment,Windows | Linux,13 March 2023 – 16:39:00 UTC,92.51,82816,Co-op | Multiplayer | Survival | Submarine | Survival Horror | Horror | 2D | Underwater | Simulation | Sci-fi | Management | Strategy | Action | Difficult | Moddable | Gore | Violent | Singleplayer | Naval | Psychological Horror,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Family Sharing | Steam Timeline | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,$34.99,-80%$5.99,"34,99€","-80%4,99€",$15.99,-80%$1.99
934700,Game,Dambuster Studios,Deep Silver,Windows,22 April 2024 – 14:49:25 UTC,75.78,21752,Co-op | Zombies | Gore | First-Person | Action-Adventure | Post-apocalyptic | Horror | Adventure | Action RPG | Dark | Crafting | FPS | Controller | Dark Humor | PvE | Action | Character Customization | Combat | Hack and Slash | Survival Horror,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only),Adjustable Text Size | Subtitle Options | Camera Comfort | Custom Volume Controls | Stereo Sound | Keyboard Only Option | Adjustable Difficulty,$49.99,-90%$4.99,"49,99€","-90%4,99€",$37.49,-90%$3.74
3489700,Game,SHIFT UP Corporation,PlayStation Publishing LLC (excluding China),Windows,11 June 2025 – 21:55:23 UTC,92.71,80687,Female Protagonist | Action | Sexual Content | Hack and Slash | Souls-like | Singleplayer | Third Person | Action RPG | Post-apocalyptic | Adventure | Action-Adventure | Combat | Futuristic | 3D | Story Rich | Multiple Endings | Dystopian | Quick-Time Events | Stylized | Experience,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Stats | HDR Supported | Family Sharing,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty,$59.99,-20%$47.99,"69,99€","-20%55,99€",$59.99,-20%$47.99
1128810,Game,SMG Studio,SMG Studio,Windows,19 February 2020 – 20:24:00 UTC,78.31,40557,Free to Play | Multiplayer | Board Game | Strategy | Turn-Based Strategy | War | Turn-Based | Tactical | Singleplayer | Tabletop | Turn-Based Tactics | Local Co-Op | Casual | Classic | Online Co-Op | Grand Strategy | Indie | Local Multiplayer | Massively Multiplayer | Psychological Horror,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Remote Play Together | Multi-player | Co-op | Shared/Split Screen | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,N/A,$7.99,N/A,N/A,N/A,$6.99
1172380,Game,Respawn Entertainment,Electronic Arts,Windows,15 November 2019 – 08:00:00 UTC,87.46,166612,Action-Adventure | Souls-like | Third Person | Open World | Story Rich | Swordplay | Sci-fi | Exploration | Action | Platformer | Space | RPG | Puzzle | Adventure | Fighting | Metroidvania | Fantasy | Atmospheric | Hack and Slash | Family Friendly,Single-player | Steam Achievements | Steam Trading Cards | Remote Play on Tablet | Remote Play on TV | HDR Supported | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | Gamepad Preferred,Stereo Sound | Surround Sound | Adjustable Difficulty,-92%$3.19,-92%$3.19,"-92%3,19€","-92%3,19€",-92%$3.19,-92%$3.19
2552430,Game,Square Enix,Square Enix,Windows,13 June 2024 – 15:57:00 UTC,83.21,9336,Action | RPG | Adventure | JRPG | Great Soundtrack | Action-Adventure | Emotional | Story Rich | Singleplayer | Fantasy | Magic | Colorful | 3D | Action RPG | Atmospheric | Anime | Cute | Character Action Game | Hack and Slash | Classic,Single-player | Steam Achievements | Steam Cloud | Family Sharing,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,-50%$24.99,-50%$24.99,"-50%24,99€","-50%24,99€",-50%$22.49,-50%$22.49
1190970,Game,Frozen District,Frozen District,Windows,14 December 2023 – 12:53:00 UTC,84.81,17288,Simulation | Building | Co-op | Relaxing | Design & Illustration | Casual | Online Co-Op | Family Friendly | Replay Value | Sandbox | Destruction | Colorful | Singleplayer | 3D | Immersive Sim | Base Building | First-Person | Education | Indie | Realistic,Single-player | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Includes level editor | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Custom Volume Controls | Stereo Sound | Playable without Timed Input | Save Anytime,$39.99,-57%$23.38,"37,49€","-57%21,91€",$19.99,-57%$11.73
1229490,Game,"Arsi ""Hakita"" Patala",New Blood Interactive,Windows,3 September 2020 – 16:52:00 UTC,96.42,202797,Fast-Paced | Boomer Shooter | FPS | Blood | Character Action Game | Arena Shooter | Spectacle fighter | Great Soundtrack | Singleplayer | Retro | Dating Sim | Shooter | Difficult | First-Person | Action | Robots | Colorful | Score Attack | Early Access | Old School,Single-player | Steam Cloud | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$24.99,-25%$14.99,"23,99€","-25%12,59€",$12.49,-25%$7.86
3669570,Game,D5 Copperhead,Gamirror Games,Windows,12 December 2025 – 06:56:10 UTC,86.09,1552,Automation | Medieval | Sandbox | Building | Strategy | Casual | Multiplayer | Singleplayer | Crafting | Base Building | First-Person | 3D | Simulation | Resource Management | Co-op | Online Co-Op | Early Access | Indie | Logic,Single-player | Online Co-op | LAN Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,,$17.99,-10%$16.19,"17,49€","-10%15,74€",$9.89,-10%$8.90
239140,Game,Techland,Techland,Windows | Linux,27 January 2015 – 07:58:00 UTC,94.29,483362,Zombies | Survival Horror | Horror | Online Co-Op | Open World | Parkour | First-Person | Survival | Open World Survival Craft | Gore | FPS | Action | PvE | Multiplayer | Stealth | PvP | Post-apocalyptic | Story Rich | Action RPG | Hack and Slash,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op | Valve Anti-Cheat | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$24.99,-85%$2.99,"24,99€","-85%2,99€",$18.00,-85%$2.00
1029690,Game,Rebellion,Rebellion,Windows,26 May 2022 – 00:01:39 UTC,81.91,27649,Singleplayer | Sniper | Stealth | Multiplayer | World War II | Co-op | Action | Shooter | Third-Person Shooter | Adventure | Gore | Third Person | Violent | Action-Adventure | Open World | War | Online Co-Op | FPS | Gun Customization | Sexual Content,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Playable without Timed Input | Keyboard Only Option | Adjustable Difficulty | Save Anytime,$49.99,-90%$4.99,"49,99€","-90%4,99€",$22.99,-90%$2.29
2051620,Game,Darkflow Software,Gaijin Network Ltd,Windows | Linux,16 July 2024 – 17:00:00 UTC,78.83,39201,FPS | World War II | Multiplayer | Shooter | PvP | First-Person | Vehicular Combat | Free to Play | War | Team-Based | Action | Realistic | 3D | Co-op | Massively Multiplayer | Simulation | Online Co-Op | Singleplayer | Gore | PvE,MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | PvP | Co-op,Full Controller Support,Adjustable Text Size | Camera Comfort | Custom Volume Controls | Playable without Timed Input,N/A,$19.99,N/A,"19,99€",N/A,$9.99
1238840,Game,DICE,Electronic Arts,Windows,11 June 2020 – 14:54:00 UTC,85.51,209221,FPS | Multiplayer | Singleplayer | World War I | War | Shooter | Action | First-Person | Historical | Atmospheric | PvP | Massively Multiplayer | Destruction | Gore | Tanks | Open World | Violent | Physics | Mature | Great Soundtrack,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | HDR Supported | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$39.99,-95%$1.99,"39,99€","-95%1,99€",$39.99,-95%$1.99
342940,Game,"Elder Game, LLC","Elder Game, LLC",Windows | Linux,29 January 2026 – 03:29:45 UTC,82.69,3102,Massively Multiplayer | RPG | Indie | MMORPG | Fantasy | Open World | Early Access | Sandbox | Crafting | Sexual Content | Adventure,MMO | Cross-Platform Multiplayer | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),,Adjustable Text Size | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound,-25%$18.74,-75%$9.99,"-25%18,37€","-75%8,49€",-25%$9.36,-75%$4.62
380600,Game,Fishing Planet LLC,Fishing Planet LLC,Windows | Linux,28 August 2017 – 16:02:00 UTC,85.5,72357,Fishing | Free to Play | Multiplayer | Simulation | Relaxing | Sports | Realistic | Massively Multiplayer | Co-op | First-Person | Open World | Singleplayer | Online Co-Op | VR | Adventure | Family Friendly | Casual | Action | MMORPG | Farming Sim,Single-player | MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Remote Play on TV | Multi-player | Co-op | PvP,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,,,,,,
2072560,Game,"GANBARION Co., Ltd.",Bandai Namco Entertainment,Windows,10 September 2025 – 01:00:11 UTC,63.97,8809,Free to Play | Action | MOBA | Multiplayer | PvP | Top-Down | Anime | Action RTS | Online Co-Op | Co-op | Competitive | Casual | Controller | Fighting | Fantasy | Sci-fi | Tower Defense | 2D | Character Action Game | Dating Sim,Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Steam Cloud | Multi-player | PvP | Co-op,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,,,,,,
208650,Game,Rocksteady Studios,WB Games,Windows,23 June 2015 – 07:00:00 UTC,88.2,151398,Action | Open World | Superhero | Stealth | Third Person | Singleplayer | Adventure | Detective | Story Rich | Fighting | Atmospheric | Dark | Comic Book | Beat 'em up | Mature | Puzzle | Horror | Sandbox | Strategy | Epic,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$19.99,-90%$1.99,"19,99€","-90%1,99€",$19.99,-90%$1.99
32470,Game,Petroglyph,LucasArts | Lucasfilm | Disney,Windows,26 May 2010 – 00:58:00 UTC,95.73,41410,Strategy | RTS | Space | Sci-fi | Multiplayer | Singleplayer | Moddable | Mod | Tactical | War | Action | Classic | Grand Strategy | Great Soundtrack | Simulation | 4X | Co-op | Adventure | Atmospheric | Epic,Single-player | Online PvP | Steam Cloud | Family Sharing | Multi-player | PvP,,,$19.99,-75%$4.99,"19,50€","-75%4,87€",$19.99,-70%$2.99
2948190,Game,Thera Interactive,Thera Interactive,Windows,21 October 2025 – 15:00:00 UTC,74.78,4161,MMORPG | Massively Multiplayer | Naval Combat | Pirates | Open World | Action | Naval | Sailing | Sandbox | Management | Third Person | Historical | Exploration | Realistic | PvP | PvE | Combat | Crafting | Inventory Management | Economy,MMO | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Early Access | Multi-player | PvP | Co-op,,,,,,,,
2444750,Game,Lizard Smoothie,NEOWIZ,Windows,11 September 2025 – 01:57:37 UTC,87.64,16756,Action Roguelike | Co-op | Roguelite | Hack and Slash | Dungeon Crawler | Multiplayer | PvE | Indie | Online Co-Op | Replay Value | Difficult | Singleplayer | Fast-Paced | Fantasy | Action | Action RPG | Top-Down | Stylized | RPG | Character Customization,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$24.99,-30%$17.49,"24,50€","-30%17,15€",$14.99,-30%$10.49
2321470,Game,Funday Games,Ghost Ship Publishing,Windows,17 September 2025 – 11:00:49 UTC,85.18,45848,Dwarf | Action Roguelike | Bullet Hell | Roguelite | Top-Down Shooter | PvE | Top-Down | Arena Shooter | Procedural Generation | Action | Arcade | Sci-fi | Singleplayer | Space | Score Attack | Aliens | Atmospheric | Combat | Dark | Early Access,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only),Camera Comfort | Custom Volume Controls | Stereo Sound | Playable without Timed Input | Adjustable Difficulty,$12.99,-30%$6.99,"12,99€","-30%6,99€",$7.49,-30%$4.40
2808930,Game,Pochemu LTD,Pochemu LTD,Windows,21 February 2024 – 10:59:00 UTC,55.35,11841,Sexual Content | Nudity | Mature | Hentai | Free to Play | NSFW | Strategy | Multiplayer | Card Game | Turn-Based Strategy | Singleplayer | 3D | Artificial Intelligence | Card Battler | Turn-Based Tactics | RPG | Tactical | Action | Adventure | Massively Multiplayer,Single-player | Steam Achievements | In-App Purchases | Adult Only | Multi-player | PvP,,,,,,,,
1290000,Game,FuturLab,Square Enix,Windows,14 July 2022 – 16:03:28 UTC,94.71,56953,Casual | Relaxing | Simulation | Multiplayer | First-Person | 3D | Sandbox | Co-op | Funny | Online Co-Op | Immersive Sim | Colorful | Family Friendly | Wholesome | Story Rich | Singleplayer | Realistic | Indie | Cozy | Atmospheric,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,-50%$12.49,-50%$12.49,"-50%12,49€","-50%12,49€",-50%$12.49,-15%$8.91
1118200,Game,mestiez,Studio Minus,Windows,23 July 2019 – 16:08:27 UTC,97.4,303059,Sandbox | Gore | Physics | Blood | Violent | Moddable | 2D | Singleplayer | Destruction | Simulation | Funny | Building | Pixel Graphics | Psychological Horror | Indie | Action | Casual | Comedy | Horror | Choose Your Own Adventure,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),,,$9.99,-90%$0.99,"8,19€","-90%0,81€",$6.29,-90%$0.62
3164330,Game,Infold Games,Infold Games,Windows,28 April 2025 – 18:03:30 UTC,53.48,9215,Relaxing | Cute | Open World | Casual | RPG | Multiplayer | Co-op | Simulation | Farming Sim | Life Sim | Crafting | Puzzle | Agriculture | Free to Play | Sandbox | Pixel Graphics | Building | Exploration | Fantasy | Fishing,Single-player | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | Co-op,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,,,,,,
961200,Game,Omeda Studios,Omeda Studios,Windows,20 August 2024 – 09:03:54 UTC,71.14,16101,MOBA | Free to Play | Shooter | Multiplayer | Third Person | Strategy | Action | PvP | Team-Based | Third-Person Shooter | Competitive | Sci-fi | Fantasy | 3D | Online Co-Op | Co-op | Tactical | PvE | Combat | Early Access,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,N/A,-90%$0.89,N/A,"-90%0,89€",N/A,-90%$0.57
2071280,Game,Passtech Games,Nacon,Windows,26 September 2024 – 16:00:00 UTC,78.38,20078,Roguelike | Co-op | Action Roguelike | Action | Online Co-Op | Multiplayer | Roguelite | Difficult | Singleplayer | Indie | Hack and Slash | Adventure | RPG | Top-Down | Replay Value | Atmospheric | Dark Fantasy | Isometric | Dark | Early Access,Single-player | Online Co-op | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only),,$24.99,-50%$12.49,"24,99€","-50%12,49€",$19.99,-50%$9.99
323190,Game,11 bit studios,11 bit studios,Windows,24 April 2018 – 13:02:00 UTC,91.47,131354,City Builder | Survival | Resource Management | Strategy | Post-apocalyptic | Steampunk | Colony Sim | Building | Base Building | Singleplayer | Management | Simulation | Choices Matter | Atmospheric | Economy | Dark | Difficult | RTS | Great Soundtrack | Real-Time with Pause,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),,,$29.99,-90%$2.99,"29,99€","-90%2,99€",$14.99,-90%$1.49
985810,Game,KOG,KOG,Windows,28 July 2021 – 02:26:53 UTC,64.03,25262,Action | Free to Play | PvE | PvP | Action RPG | Online Co-Op | Casual | Hack and Slash | Character Customization | 2D Fighter | Multiplayer | Anime | Story Rich | Controller | Beat 'em up | 2.5D | Fantasy | Cute | Massively Multiplayer | 3D Fighter,In-App Purchases | Multi-player | PvP | Co-op,Partial Controller Support | DualSense Controllers (USB Only) | Steam Input API Supported,,,,,,,
3478870,Game,GeoGuessr,GeoGuessr,Windows,8 May 2025 – 08:57:34 UTC,63.16,20195,Action | PvP | Competitive | Online Co-Op | Exploration | Multiplayer | Puzzle | Trivia | Casual | Education | Family Friendly | 3D | 2D | Colorful | Detective | Nature | Character Customization | Free to Play | Combat | Team-Based,Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Stats | Early Access | Multi-player | PvP | Co-op,,,,,,,,
644930,Game,Numantian Games,Numantian Games,Windows,18 June 2019 – 16:24:00 UTC,83.81,50342,Base Building | Colony Sim | Strategy | Zombies | Survival | RTS | Tower Defense | City Builder | Steampunk | Building | Post-apocalyptic | Singleplayer | Resource Management | Real-Time with Pause | Difficult | Tactical | Management | Indie | Isometric | Multiplayer,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Steam Leaderboards | Includes level editor | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),,,$29.99,-25%$18.74,"29,99€","-25%17,24€",$14.49,-25%$9.36
389430,Game,Noah System | Mgame,NTTGame,Windows,25 January 2016 – 23:59:00 UTC,50.54,11042,Free to Play | MMORPG | Massively Multiplayer | Action | Open World | Multiplayer | PvP | Adventure | RPG | Action-Adventure | War | Strategy | Survival | Action RPG | Character Customization | Casual | Fantasy | Horror | Anime | MOBA,Single-player | MMO | Steam Trading Cards | In-App Purchases | Multi-player,,,,,,,,
2288150,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,24 October 2024 – 01:00:00 UTC,48.51,3583,Turn-Based Tactics | Wargame | Military | Immersive Sim | Diplomacy | Turn-Based Strategy | RTS | Strategy | Character Customization | Grand Strategy | Historical | Alternate History | Simulation | Story Rich | Tactical | Resource Management | Singleplayer | Replay Value | Addictive | Epic,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing,Partial Controller Support,Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Mouse Only Option | Adjustable Difficulty | Save Anytime,$59.99,-40%$35.99,"59,99€","-40%35,99€",$49.99,-40%$29.99
1325200,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,5 February 2021 – 08:01:47 UTC,86.13,48730,Action | RPG | Souls-like | Character Customization | Difficult | Co-op | Multiplayer | JRPG | Dark Fantasy | Fantasy | Hack and Slash | Historical | Story Rich | Violent | Singleplayer | Dark | Atmospheric | Medieval | Loot | Female Protagonist,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Stats | Steam Leaderboards | HDR Supported | Family Sharing | Multi-player | Co-op,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$49.99,-60%$19.99,"59,99€","-60%23,99€",$41.69,-60%$16.67
1176470,Game,Pavonis Interactive,Hooded Horse,Windows,5 January 2026 – 18:00:00 UTC,78.99,8532,Strategy | Simulation | Grand Strategy | 4X | Historical | War | Economy | Turn-Based Strategy | Tactical | Management | Diplomacy | Sandbox | Military | Alternate History | Singleplayer | Moddable | Real-Time with Pause | Turn-Based | Replay Value | RTS,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),,Adjustable Text Size | Camera Comfort | Custom Volume Controls | Playable without Timed Input | Mouse Only Option | Adjustable Difficulty | Save Anytime,$39.99,-35%$25.99,"39,99€","-35%25,99€",$15.99,-35%$12.99
1604270,Game,Steel Balalaika,Slitherine Ltd.,Windows,19 June 2025 – 16:02:26 UTC,50.43,33123,Strategy | Wargame | Modern | RTS | Real Time Tactics | Action RTS | War | Tactical | Deckbuilding | Realistic | 3D | PvP | Multiplayer | Military | Artificial Intelligence | Resource Management | Singleplayer | Naval Combat | Tanks | Difficult,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,Subtitle Options | Custom Volume Controls | Playable without Timed Input | Adjustable Difficulty | Adjustable Text Size | Mouse Only Option,-15%$42.49,-15%$42.49,"-15%41,64€","-15%41,64€",-15%$19.54,-15%$19.54
916440,Game,Ubisoft Mainz,Ubisoft,Windows,16 April 2019 – 16:00:00 UTC,79.95,30211,City Builder | Strategy | Simulation | Economy | Multiplayer | Resource Management | Sandbox | RTS | Co-op | Singleplayer | Management | Exploration | Historical | Building | Political | Politics | Story Rich | Choose Your Own Adventure | Choices Matter | Multiple Endings,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Captions available | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op,,,$59.99,-90%$5.99,"59,99€","-90%5,99€",$32.99,-90%$3.29
1817070,Game,Insomniac Games | Nixxes Software,PlayStation Publishing LLC,Windows,12 August 2022 – 14:57:00 UTC,94.63,126073,Open World | Superhero | Action | Singleplayer | Story Rich | Adventure | Combat | Action-Adventure | Third Person | Parkour | Comic Book | Exploration | Beautiful | Stealth | Great Soundtrack | Funny | Atmospheric | Sci-fi | Controller | Multiplayer,Single-player | Steam Achievements | Steam Cloud | Remote Play on TV | Family Sharing,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty | Save Anytime,$59.99,-60%$23.99,"59,99€","-60%23,99€",$49.99,-60%$19.99
2315040,Game,XD,XD,Windows,5 July 2024 – 01:57:55 UTC,62.02,2885,Adventure | Action | Loot | RPG | Action-Adventure | Action RPG | Dungeon Crawler | Top-Down | Drama | Fantasy | Time Travel | Magic | Hack and Slash | Story Rich | Combat | Character Customization | Free to Play | Singleplayer | Co-op | Multiplayer,Single-player | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | Co-op,Partial Controller Support,,,,,,,
3595230,Game,Infinity Ward | Raven Software | Beenox | Treyarch | High Moon Studios | Sledgehammer Games | Demonware | Toys for Bob,Activision,Windows,23 October 2022 – 04:00:00 UTC,38.24,11947,Action | Shooter | FPS | Third-Person Shooter | First-Person | Realistic | Military | Third Person | Atmospheric | Modern | Tactical | War | Violent | Story Rich | Singleplayer | Multiplayer | PvP | Gore | Co-op | Online Co-Op,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Captions available | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$69.99,-60%$27.99,"69,99€","-60%27,99€",$69.99,-60%$27.99
2142790,Game,NPC Studio,NPC Studio,Windows,5 August 2024 – 16:48:26 UTC,95.62,25708,Farming Sim | Dating Sim | RPG | Life Sim | Pixel Graphics | Simulation | Romance | Cute | Farming | Relaxing | Agriculture | Anime | Sandbox | 2D | Open World | Crafting | Building | Cooking | LGBTQ+ | Mining,Single-player | Family Sharing | Early Access,Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualSense Controllers,,$13.99,-20%$11.19,"13,79€","-20%11,03€",$7.99,-20%$6.39
588650,Game,Motion Twin,Motion Twin,Windows | Linux,6 August 2018 – 21:56:00 UTC,95.81,177055,Adventure | Action Roguelike | Metroidvania | Pixel Graphics | Roguelike | 2D | Souls-like | Roguelite | Difficult | Hack and Slash | Replay Value | Platformer | Singleplayer | Roguevania | Action | Dark Fantasy | Atmospheric | Procedural Generation | Funny | Indie,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$24.99,-60%$9.99,"24,99€","-60%9,99€",$12.49,-60%$4.99
835570,Game,Booming Tech,Poros Interactive | Booming Tech,Windows,6 April 2020 – 03:54:00 UTC,66.83,37225,Swordplay | Free to Play | PvP | Medieval | Massively Multiplayer | Wargame | Strategy | Action | Sandbox | MMORPG | Character Customization | War | Open World | Alternate History | Tactical | RPG | Third Person | Team-Based | Action RPG | Action RTS,MMO | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,,N/A,N/A,N/A,N/A,N/A,-40%$5.09
1066780,Game,Urban Games,Good Shepherd Entertainment,Windows | Linux,11 December 2019 – 09:01:00 UTC,88.65,30788,Simulation | Strategy | Management | Transportation | Trains | City Builder | Economy | Sandbox | Building | Singleplayer | Realistic | Moddable | Resource Management | Open World | Flight | Casual | Indie | Games Workshop | Naval | Mod,Single-player | Steam Achievements | Steam Workshop | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualSense Controllers (USB Only),,$39.99,-90%$3.99,"39,99€","-90%3,99€",$18.49,-90%$1.84
